order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O010801,C083554,P000227,2024-11-13,4,210.44,0.2,673.41
O010802,C072266,P000149,2022-07-11,2,730.35,0.2,1168.56
O010803,C062340,P000325,2024-02-16,3,358.58,0.0,1075.74
O010804,C041131,P000171,2024-08-27,3,808.81,0.1,2183.79
O010805,C016323,P000499,2023-11-26,1,154.58,0.1,139.12
O010806,C061487,P000327,2025-06-09,4,265.39,0.2,849.25
O010807,C041407,P000484,2026-02-23,3,159.44,0.0,478.32
O010808,C065385,P000056,2027-06-05,3,238.02,0.0,714.06
O010809,C033881,P000260,2023-02-14,2,240.98,0.0,481.96
O010810,C010530,P000215,2023-07-26,1,134.86,0.1,121.37
O010811,C054882,P000221,2025-12-16,2,163.62,0.2,261.79
O010812,C098247,P000255,2023-08-22,3,67.62,0.1,182.57
O010813,C056066,P000331,2025-10-04,4,44.57,0.2,142.62
O010814,C024132,P000217,2022-10-04,4,290.29,0.0,1161.16
O010815,C025852,P000267,2024-12-16,2,750.92,0.2,1201.47
O010816,C024597,P000096,2023-06-01,2,16.29,0.0,32.58
O010817,C091097,P000294,2026-04-04,3,241.99,0.0,725.97
O010818,C026772,P000147,2023-08-17,3,243.59,0.1,657.69
O010819,C018068,P000475,2024-04-25,2,55.05,0.0,110.1
O010820,C051157,P000007,2023-08-26,1,843.85,0.1,759.46
O010821,C018410,P000071,2023-04-21,5,193.73,0.2,774.92
O010822,C055383,P000118,2027-10-29,3,20.9,0.1,56.43
O010823,C061708,P000156,2027-07-03,3,154.0,0.1,415.8
O010824,C000771,P000008,2025-11-16,2,337.01,0.1,606.62
O010825,C094307,P000056,2026-02-11,2,238.02,0.2,380.83
O010826,C026184,P000409,2022-10-08,3,273.58,0.0,820.74
O010827,C015201,P000004,2025-07-19,2,157.93,0.0,315.86
O010828,C064322,P000301,2023-08-05,2,445.16,0.2,712.26
O010829,C001910,P000267,2024-10-10,1,750.92,0.2,600.74
O010830,C067478,P000335,2026-09-27,2,143.64,0.1,258.55
O010831,C025406,P000219,2025-12-07,5,383.9,0.0,1919.5
O010832,C068957,P000476,2025-12-09,5,203.92,0.1,917.64
O010833,C013657,P000290,2023-08-26,3,219.0,0.0,657.0
O010834,C042801,P000024,2026-08-01,5,204.56,0.0,1022.8
O010835,C037559,P000461,2026-08-17,2,131.69,0.0,263.38
O010836,C052179,P000250,2027-07-06,2,98.77,0.2,158.03
O010837,C012706,P000387,2023-03-25,4,197.62,0.0,790.48
O010838,C058103,P000420,2027-05-17,3,272.9,0.2,654.96
O010839,C037438,P000127,2023-09-19,3,560.42,0.1,1513.13
O010840,C003956,P000250,2024-09-03,5,98.77,0.0,493.85
O010841,C043081,P000281,2022-08-30,2,152.85,0.0,305.7
O010842,C088524,P000005,2023-10-11,1,685.83,0.2,548.66
O010843,C053097,P000063,2026-05-28,4,94.95,0.0,379.8
O010844,C099590,P000141,2025-04-12,2,353.49,0.2,565.58
O010845,C014923,P000366,2026-01-07,1,181.72,0.2,145.38
O010846,C044842,P000155,2026-11-04,2,28.87,0.0,57.74
O010847,C020595,P000326,2022-07-23,1,91.32,0.0,91.32
O010848,C031274,P000280,2024-03-21,5,167.53,0.2,670.12
O010849,C045750,P000199,2023-08-14,2,247.5,0.2,396.0
O010850,C091690,P000288,2025-07-25,2,792.18,0.0,1584.36
O010851,C066416,P000157,2026-11-14,2,169.75,0.0,339.5
O010852,C055151,P000078,2025-03-29,2,780.4,0.0,1560.8
O010853,C013002,P000041,2024-01-07,3,855.35,0.1,2309.45
O010854,C030749,P000195,2023-04-20,3,261.33,0.1,705.59
O010855,C016978,P000216,2025-02-20,1,540.79,0.1,486.71
O010856,C080034,P000270,2026-10-28,5,175.71,0.2,702.84
O010857,C064322,P000409,2024-07-20,5,273.58,0.1,1231.11
O010858,C056699,P000184,2025-04-13,3,136.0,0.0,408.0
O010859,C085044,P000032,2024-10-26,4,268.01,0.2,857.63
O010860,C039366,P000413,2025-11-04,3,156.31,0.1,422.04
O010861,C064156,P000465,2022-09-12,2,446.21,0.1,803.18
O010862,C011094,P000295,2026-09-17,1,42.95,0.2,34.36
O010863,C006581,P000061,2026-08-13,4,106.31,0.0,425.24
O010864,C017287,P000442,2027-05-02,4,90.63,0.0,362.52
O010865,C074443,P000185,2023-03-04,4,374.9,0.2,1199.68
O010866,C068572,P000195,2025-11-06,1,261.33,0.2,209.06
O010867,C033794,P000276,2024-08-04,3,23.29,0.0,69.87
O010868,C027743,P000140,2026-02-24,3,484.25,0.2,1162.2
O010869,C025754,P000222,2023-02-08,4,79.72,0.0,318.88
O010870,C084604,P000221,2027-05-25,2,163.62,0.0,327.24
O010871,C044946,P000210,2023-07-03,2,216.36,0.0,432.72
O010872,C011041,P000078,2024-11-18,2,780.4,0.0,1560.8
O010873,C055381,P000055,2026-03-29,5,71.22,0.2,284.88
O010874,C095491,P000241,2025-03-17,1,160.48,0.2,128.38
O010875,C012768,P000268,2026-07-02,1,126.06,0.1,113.45
O010876,C089482,P000156,2024-06-13,5,154.0,0.1,693.0
O010877,C008653,P000283,2023-08-29,5,40.95,0.0,204.75
O010878,C026749,P000035,2027-09-24,1,101.86,0.1,91.67
O010879,C009490,P000183,2022-10-14,5,881.98,0.1,3968.91
O010880,C028929,P000051,2026-02-15,4,106.41,0.0,425.64
O010881,C064804,P000118,2024-05-02,3,20.9,0.0,62.7
O010882,C056882,P000363,2025-04-14,3,384.8,0.2,923.52
O010883,C072690,P000424,2024-10-13,3,50.76,0.2,121.82
O010884,C076873,P000017,2023-04-15,5,278.48,0.1,1253.16
O010885,C016321,P000208,2028-03-02,5,84.18,0.2,336.72
O010886,C069993,P000021,2026-10-31,5,61.16,0.2,244.64
O010887,C034100,P000156,2023-01-02,2,154.0,0.0,308.0
O010888,C089661,P000430,2025-05-14,2,322.69,0.1,580.84
O010889,C093105,P000172,2024-08-03,4,67.69,0.2,216.61
O010890,C034103,P000314,2024-06-07,5,240.85,0.0,1204.25
O010891,C093606,P000380,2028-04-02,2,109.12,0.0,218.24
O010892,C019245,P000263,2023-04-28,1,227.31,0.1,204.58
O010893,C009534,P000277,2023-07-05,3,510.84,0.2,1226.02
O010894,C055670,P000292,2023-03-07,5,151.22,0.1,680.49
O010895,C062337,P000385,2024-01-18,1,105.13,0.1,94.62
O010896,C064196,P000129,2024-01-06,2,378.09,0.0,756.18
O010897,C062720,P000360,2027-06-26,5,119.97,0.2,479.88
O010898,C061703,P000229,2023-07-18,4,115.41,0.0,461.64
O010899,C042122,P000104,2028-01-22,1,801.36,0.1,721.22
O010900,C032897,P000032,2026-01-16,2,268.01,0.1,482.42
O010901,C093471,P000399,2026-02-12,2,43.31,0.1,77.96
O010902,C085134,P000468,2028-03-19,4,177.83,0.2,569.06
O010903,C093720,P000388,2023-06-09,2,325.35,0.2,520.56
O010904,C033406,P000298,2022-04-28,5,115.28,0.2,461.12
O010905,C061239,P000246,2023-06-26,5,165.92,0.2,663.68
O010906,C054384,P000114,2026-04-22,2,283.59,0.0,567.18
O010907,C077364,P000429,2026-03-20,3,29.23,0.0,87.69
O010908,C001610,P000214,2027-02-24,2,72.58,0.0,145.16
O010909,C024044,P000441,2024-10-02,1,57.77,0.0,57.77
O010910,C023845,P000361,2024-08-26,3,337.67,0.1,911.71
O010911,C018523,P000418,2024-09-11,1,354.15,0.2,283.32
O010912,C092075,P000284,2026-04-21,5,235.89,0.2,943.56
O010913,C056555,P000226,2024-02-14,1,221.41,0.2,177.13
O010914,C057060,P000141,2025-09-15,1,353.49,0.2,282.79
O010915,C052668,P000019,2023-04-28,4,136.7,0.2,437.44
O010916,C031133,P000084,2024-04-13,2,299.03,0.0,598.06
O010917,C057049,P000118,2023-06-02,4,20.9,0.0,83.6
O010918,C064881,P000010,2023-03-05,1,54.27,0.1,48.84
O010919,C075969,P000419,2026-09-11,4,240.3,0.2,768.96
O010920,C042269,P000087,2026-05-29,5,207.62,0.0,1038.1
O010921,C056066,P000330,2026-06-10,2,317.83,0.1,572.09
O010922,C083077,P000021,2026-06-02,1,61.16,0.2,48.93
O010923,C088883,P000436,2024-11-04,3,118.7,0.0,356.1
O010924,C068952,P000486,2024-10-08,3,170.93,0.0,512.79
O010925,C074550,P000189,2025-09-29,2,780.07,0.2,1248.11
O010926,C097336,P000100,2023-03-05,3,158.92,0.1,429.08
O010927,C003998,P000116,2024-07-25,1,143.48,0.1,129.13
O010928,C028053,P000108,2025-04-17,2,614.96,0.1,1106.93
O010929,C068368,P000157,2023-11-17,2,169.75,0.2,271.6
O010930,C027709,P000262,2024-12-31,5,148.1,0.1,666.45
O010931,C041313,P000470,2026-05-18,4,21.38,0.0,85.52
O010932,C096531,P000005,2027-09-09,3,685.83,0.1,1851.74
O010933,C079221,P000234,2022-12-31,5,832.8,0.0,4164.0
O010934,C093548,P000181,2024-04-10,2,78.18,0.1,140.72
O010935,C017118,P000462,2024-09-19,3,290.05,0.2,696.12
O010936,C081240,P000249,2024-09-18,4,409.83,0.0,1639.32
O010937,C099941,P000255,2023-04-11,2,67.62,0.2,108.19
O010938,C017104,P000392,2022-10-21,5,275.13,0.0,1375.65
O010939,C031627,P000148,2027-06-16,1,176.44,0.1,158.8
O010940,C044480,P000048,2026-08-10,5,768.82,0.1,3459.69
O010941,C082003,P000473,2025-05-22,3,122.68,0.0,368.04
O010942,C083758,P000233,2021-12-22,2,160.95,0.2,257.52
O010943,C026054,P000174,2025-07-07,5,130.91,0.2,523.64
O010944,C080053,P000076,2026-11-29,4,228.24,0.2,730.37
O010945,C023496,P000090,2026-09-19,5,272.29,0.0,1361.45
O010946,C097821,P000038,2022-06-14,5,419.78,0.1,1889.01
O010947,C036893,P000494,2023-02-23,3,826.88,0.1,2232.58
O010948,C017655,P000076,2023-10-21,3,228.24,0.0,684.72
O010949,C071678,P000129,2024-04-26,1,378.09,0.2,302.47
O010950,C058695,P000386,2023-08-12,3,70.84,0.0,212.52
O010951,C055346,P000248,2026-05-05,2,292.94,0.1,527.29
O010952,C044657,P000230,2024-07-31,3,273.85,0.1,739.4
O010953,C042081,P000263,2027-01-19,5,227.31,0.2,909.24
O010954,C076317,P000078,2025-04-24,2,780.4,0.1,1404.72
O010955,C055056,P000230,2023-09-27,2,273.85,0.1,492.93
O010956,C088016,P000402,2023-08-14,1,127.25,0.1,114.52
O010957,C035259,P000318,2026-05-30,3,297.19,0.2,713.26
O010958,C006735,P000447,2022-08-09,1,39.23,0.0,39.23
O010959,C085440,P000082,2023-12-04,5,221.74,0.2,886.96
O010960,C073751,P000149,2025-05-18,1,730.35,0.2,584.28
O010961,C041784,P000258,2025-02-08,2,111.42,0.1,200.56
O010962,C097907,P000048,2025-02-10,5,768.82,0.1,3459.69
O010963,C000648,P000073,2025-08-05,4,478.37,0.0,1913.48
O010964,C095326,P000496,2024-03-06,5,363.34,0.0,1816.7
O010965,C026989,P000243,2026-06-26,5,152.6,0.1,686.7
O010966,C021624,P000140,2027-01-25,2,484.25,0.0,968.5
O010967,C030815,P000305,2025-01-17,1,226.7,0.2,181.36
O010968,C072735,P000279,2023-12-18,1,282.29,0.0,282.29
O010969,C013577,P000444,2025-02-14,5,132.3,0.1,595.35
O010970,C010203,P000229,2024-06-03,4,115.41,0.2,369.31
O010971,C064086,P000242,2027-04-26,2,154.2,0.1,277.56
O010972,C041259,P000070,2024-06-29,4,157.81,0.1,568.12
O010973,C095503,P000461,2024-05-27,3,131.69,0.1,355.56
O010974,C089709,P000081,2024-11-09,3,585.82,0.1,1581.71
O010975,C070900,P000388,2025-07-12,1,325.35,0.1,292.82
O010976,C068331,P000207,2024-10-24,3,568.32,0.1,1534.46
O010977,C006121,P000271,2023-07-05,1,693.09,0.1,623.78
O010978,C014762,P000413,2024-03-01,3,156.31,0.1,422.04
O010979,C015543,P000470,2023-09-04,4,21.38,0.0,85.52
O010980,C066284,P000278,2023-03-09,1,138.94,0.1,125.05
O010981,C017928,P000036,2026-11-08,5,352.62,0.0,1763.1
O010982,C078685,P000124,2023-03-19,1,200.65,0.1,180.58
O010983,C020965,P000063,2024-10-02,3,94.95,0.0,284.85
O010984,C030938,P000416,2026-02-12,3,35.82,0.0,107.46
O010985,C057111,P000006,2026-02-28,1,187.93,0.2,150.34
O010986,C023726,P000358,2025-02-25,5,310.81,0.2,1243.24
O010987,C067613,P000058,2022-11-26,5,180.21,0.2,720.84
O010988,C030093,P000271,2025-11-17,3,693.09,0.2,1663.42
O010989,C032718,P000263,2025-08-16,1,227.31,0.2,181.85
O010990,C049978,P000185,2026-10-27,2,374.9,0.0,749.8
O010991,C051114,P000343,2026-02-04,5,210.07,0.2,840.28
O010992,C031268,P000399,2027-01-08,3,43.31,0.0,129.93
O010993,C089612,P000119,2026-11-01,4,116.86,0.0,467.44
O010994,C027117,P000009,2022-02-07,5,20.7,0.0,103.5
