order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O010201,C067967,P000096,2026-05-05,4,16.29,0.2,52.13
O010202,C095723,P000469,2023-05-01,3,417.78,0.1,1128.01
O010203,C090071,P000087,2026-09-04,2,207.62,0.2,332.19
O010204,C014763,P000011,2026-03-20,1,270.84,0.1,243.76
O010205,C097786,P000264,2023-12-04,5,25.1,0.0,125.5
O010206,C033829,P000174,2023-11-25,4,130.91,0.0,523.64
O010207,C095022,P000087,2023-10-01,2,207.62,0.1,373.72
O010208,C097140,P000083,2024-04-14,4,200.97,0.0,803.88
O010209,C088219,P000472,2024-10-23,2,161.25,0.2,258.0
O010210,C057137,P000424,2023-11-06,2,50.76,0.1,91.37
O010211,C089117,P000246,2027-10-22,3,165.92,0.2,398.21
O010212,C012462,P000345,2022-04-29,5,235.31,0.0,1176.55
O010213,C078781,P000198,2023-06-23,5,124.46,0.0,622.3
O010214,C008194,P000345,2023-05-14,5,235.31,0.0,1176.55
O010215,C099325,P000195,2027-08-06,2,261.33,0.1,470.39
O010216,C092398,P000087,2025-10-15,1,207.62,0.0,207.62
O010217,C056993,P000350,2025-07-23,1,839.37,0.2,671.5
O010218,C075726,P000260,2023-10-03,2,240.98,0.0,481.96
O010219,C092266,P000181,2026-03-25,1,78.18,0.1,70.36
O010220,C031849,P000275,2023-05-12,3,194.89,0.1,526.2
O010221,C013049,P000013,2025-11-24,5,808.35,0.1,3637.58
O010222,C074417,P000298,2027-06-12,5,115.28,0.0,576.4
O010223,C076013,P000396,2024-09-06,4,86.79,0.1,312.44
O010224,C079845,P000065,2022-07-22,4,216.87,0.0,867.48
O010225,C090429,P000391,2022-12-12,1,26.6,0.0,26.6
O010226,C053002,P000447,2025-04-29,4,39.23,0.2,125.54
O010227,C041904,P000225,2024-09-30,2,125.66,0.0,251.32
O010228,C028689,P000402,2025-05-16,4,127.25,0.2,407.2
O010229,C093360,P000238,2024-11-13,3,35.24,0.0,105.72
O010230,C053767,P000338,2024-02-28,4,64.37,0.0,257.48
O010231,C055327,P000110,2023-08-26,3,59.62,0.1,160.97
O010232,C049364,P000482,2026-08-14,1,85.9,0.2,68.72
O010233,C086489,P000232,2025-09-10,2,572.25,0.0,1144.5
O010234,C078388,P000322,2022-02-20,5,112.04,0.2,448.16
O010235,C006611,P000457,2027-10-24,5,82.17,0.2,328.68
O010236,C056275,P000408,2023-06-25,4,274.39,0.1,987.8
O010237,C039488,P000138,2027-01-08,3,26.48,0.2,63.55
O010238,C061248,P000033,2025-07-23,4,171.34,0.0,685.36
