order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O011201,C000346,P000442,2026-05-07,2,90.63,0.1,163.13
O011202,C073805,P000472,2025-12-15,5,161.25,0.2,645.0
O011203,C031658,P000146,2022-01-24,1,59.93,0.0,59.93
O011204,C044462,P000286,2023-08-27,2,269.0,0.2,430.4
O011205,C013510,P000470,2025-07-23,1,21.38,0.1,19.24
O011206,C028895,P000095,2027-01-10,1,368.49,0.0,368.49
O011207,C022781,P000033,2025-11-17,5,171.34,0.1,771.03
O011208,C056024,P000309,2024-01-27,1,38.38,0.2,30.7
O011209,C045692,P000199,2026-06-28,2,247.5,0.1,445.5
O011210,C010261,P000263,2026-01-22,2,227.31,0.1,409.16
O011211,C076932,P000493,2024-05-16,3,523.74,0.2,1256.98
O011212,C026139,P000210,2025-05-10,3,216.36,0.1,584.17
O011213,C096028,P000035,2025-05-13,1,101.86,0.1,91.67
O011214,C031544,P000285,2027-07-01,5,196.62,0.2,786.48
O011215,C013236,P000432,2025-06-13,1,252.2,0.0,252.2
O011216,C032545,P000221,2024-08-15,4,163.62,0.2,523.58
O011217,C080138,P000409,2022-12-08,4,273.58,0.2,875.46
O011218,C019885,P000064,2028-01-14,1,51.47,0.2,41.18
O011219,C090313,P000097,2022-10-30,4,68.66,0.0,274.64
O011220,C060017,P000072,2026-08-31,1,234.93,0.0,234.93
O011221,C032671,P000339,2025-12-11,4,155.74,0.2,498.37
O011222,C094720,P000094,2023-07-23,3,210.14,0.0,630.42
O011223,C073853,P000301,2022-05-12,3,445.16,0.0,1335.48
O011224,C063112,P000400,2027-02-18,3,809.81,0.1,2186.49
O011225,C067368,P000396,2026-04-09,4,86.79,0.2,277.73
O011226,C019390,P000215,2023-12-15,1,134.86,0.0,134.86
O011227,C037491,P000192,2024-11-23,5,200.57,0.2,802.28
O011228,C095312,P000086,2024-08-29,4,199.98,0.0,799.92
O011229,C079417,P000043,2021-10-20,4,118.94,0.2,380.61
O011230,C044494,P000475,2027-01-16,1,55.05,0.2,44.04
O011231,C020043,P000198,2026-05-11,5,124.46,0.0,622.3
O011232,C059035,P000040,2024-10-01,4,92.09,0.0,368.36
O011233,C046540,P000396,2026-04-08,1,86.79,0.2,69.43
O011234,C041398,P000101,2024-07-27,2,492.82,0.1,887.08
O011235,C060344,P000435,2024-10-11,3,203.71,0.0,611.13
O011236,C071589,P000360,2025-11-09,2,119.97,0.1,215.95
O011237,C093757,P000346,2025-06-13,5,759.11,0.2,3036.44
O011238,C087234,P000224,2024-09-01,2,79.86,0.1,143.75
O011239,C083534,P000465,2023-08-10,5,446.21,0.0,2231.05
O011240,C092123,P000283,2025-02-16,4,40.95,0.0,163.8
O011241,C032801,P000492,2023-08-03,4,216.41,0.1,779.08
O011242,C085869,P000182,2024-10-15,2,207.77,0.1,373.99
O011243,C094864,P000498,2022-12-03,4,78.47,0.2,251.1
O011244,C090220,P000398,2022-02-27,4,666.07,0.1,2397.85
O011245,C072219,P000039,2025-10-20,2,339.38,0.1,610.88
O011246,C096379,P000133,2026-07-16,5,448.37,0.2,1793.48
O011247,C050891,P000458,2023-11-30,2,222.66,0.0,445.32
O011248,C054686,P000442,2024-12-06,4,90.63,0.2,290.02
O011249,C078305,P000135,2026-06-19,5,837.86,0.1,3770.37
O011250,C097243,P000093,2027-03-29,4,182.08,0.2,582.66
O011251,C062899,P000444,2022-07-27,4,132.3,0.1,476.28
O011252,C074267,P000471,2027-01-13,5,69.24,0.0,346.2
O011253,C006112,P000405,2025-08-28,3,570.95,0.1,1541.56
O011254,C020138,P000170,2023-02-28,5,111.92,0.0,559.6
O011255,C079600,P000263,2025-04-07,3,227.31,0.0,681.93
O011256,C061963,P000492,2023-09-21,3,216.41,0.0,649.23
O011257,C018924,P000059,2022-05-09,3,163.91,0.1,442.56
O011258,C020893,P000288,2024-04-06,2,792.18,0.2,1267.49
O011259,C064115,P000122,2021-12-30,5,200.44,0.1,901.98
O011260,C080303,P000442,2023-08-30,2,90.63,0.0,181.26
O011261,C085268,P000056,2027-01-06,5,238.02,0.1,1071.09
O011262,C002730,P000387,2024-01-07,1,197.62,0.0,197.62
O011263,C097811,P000087,2023-04-14,4,207.62,0.2,664.38
O011264,C033806,P000267,2026-07-12,1,750.92,0.0,750.92
O011265,C019264,P000328,2022-10-02,2,163.49,0.0,326.98
O011266,C007625,P000134,2025-12-04,4,838.05,0.0,3352.2
O011267,C007843,P000243,2026-04-29,4,152.6,0.0,610.4
O011268,C017971,P000448,2022-09-04,2,92.59,0.0,185.18
O011269,C036155,P000035,2026-07-07,4,101.86,0.1,366.7
O011270,C088216,P000248,2024-10-29,3,292.94,0.0,878.82
O011271,C005786,P000249,2023-12-04,4,409.83,0.2,1311.46
O011272,C097120,P000094,2025-11-20,2,210.14,0.1,378.25
O011273,C091635,P000200,2022-11-23,1,221.34,0.0,221.34
O011274,C025515,P000301,2026-09-12,2,445.16,0.2,712.26
O011275,C034353,P000043,2023-01-18,5,118.94,0.0,594.7
O011276,C064857,P000155,2025-11-12,5,28.87,0.2,115.48
O011277,C016667,P000381,2024-06-29,2,141.87,0.2,226.99
O011278,C019890,P000450,2023-01-05,4,190.88,0.2,610.82
O011279,C002211,P000353,2025-11-21,4,437.27,0.1,1574.17
O011280,C083906,P000304,2026-07-25,1,82.52,0.1,74.27
O011281,C070527,P000382,2023-05-22,3,145.13,0.2,348.31
O011282,C050101,P000292,2023-08-05,3,151.22,0.1,408.29
O011283,C037880,P000113,2024-08-25,3,27.09,0.0,81.27
O011284,C069606,P000435,2024-12-27,3,203.71,0.0,611.13
O011285,C075675,P000277,2026-04-09,5,510.84,0.1,2298.78
O011286,C079393,P000039,2022-11-14,1,339.38,0.1,305.44
O011287,C032331,P000427,2027-07-09,2,525.7,0.1,946.26
O011288,C032146,P000311,2024-07-23,2,449.96,0.2,719.94
O011289,C015210,P000009,2027-08-22,1,20.7,0.2,16.56
O011290,C062429,P000291,2022-07-26,1,253.44,0.2,202.75
O011291,C046811,P000107,2025-12-01,3,477.15,0.2,1145.16
O011292,C069176,P000161,2022-08-24,3,293.7,0.1,792.99
O011293,C095772,P000410,2024-12-04,3,119.41,0.0,358.23
O011294,C046630,P000444,2024-01-31,1,132.3,0.0,132.3
O011295,C088409,P000153,2022-07-02,2,134.61,0.1,242.3
O011296,C084484,P000051,2023-09-11,4,106.41,0.0,425.64
O011297,C070168,P000251,2022-08-27,5,22.03,0.1,99.14
O011298,C030968,P000398,2026-04-16,4,666.07,0.1,2397.85
O011299,C091875,P000028,2026-04-20,1,134.62,0.0,134.62
O011300,C088344,P000030,2026-02-13,3,119.58,0.1,322.87
O011301,C043316,P000269,2022-09-14,5,65.77,0.2,263.08
O011302,C007374,P000495,2025-01-25,2,226.43,0.2,362.29
O011303,C099434,P000279,2023-03-22,1,282.29,0.0,282.29
O011304,C079148,P000144,2024-07-15,1,56.45,0.1,50.81
O011305,C096424,P000229,2024-05-06,1,115.41,0.0,115.41
O011306,C027824,P000415,2024-03-18,2,222.23,0.1,400.01
O011307,C075052,P000220,2023-07-26,1,303.67,0.0,303.67
O011308,C040503,P000243,2024-06-23,2,152.6,0.2,244.16
O011309,C088629,P000051,2026-09-22,3,106.41,0.1,287.31
O011310,C065822,P000071,2021-09-25,1,193.73,0.2,154.98
O011311,C078850,P000091,2028-01-04,1,252.45,0.1,227.2
O011312,C024571,P000135,2023-09-30,4,837.86,0.0,3351.44
O011313,C066021,P000232,2022-10-23,3,572.25,0.2,1373.4
O011314,C018606,P000329,2027-02-03,5,156.22,0.1,702.99
O011315,C088292,P000302,2025-07-18,5,68.37,0.2,273.48
O011316,C051198,P000285,2024-09-12,1,196.62,0.2,157.3
O011317,C069429,P000055,2023-04-14,5,71.22,0.1,320.49
O011318,C068154,P000272,2024-10-14,1,289.89,0.2,231.91
O011319,C065529,P000358,2024-01-25,1,310.81,0.0,310.81
O011320,C077513,P000364,2024-09-09,1,858.13,0.1,772.32
O011321,C099021,P000156,2025-01-06,3,154.0,0.2,369.6
O011322,C047736,P000018,2025-12-30,2,94.73,0.2,151.57
O011323,C068656,P000459,2023-04-25,3,16.6,0.1,44.82
O011324,C084097,P000194,2025-11-11,3,290.83,0.0,872.49
O011325,C017477,P000311,2026-08-27,2,449.96,0.1,809.93
O011326,C015292,P000271,2027-08-15,3,693.09,0.2,1663.42
O011327,C036178,P000355,2024-03-04,4,15.81,0.0,63.24
O011328,C067150,P000438,2024-11-23,5,131.58,0.1,592.11
O011329,C015826,P000321,2025-10-31,5,74.16,0.1,333.72
O011330,C006284,P000016,2027-07-17,4,70.4,0.1,253.44
O011331,C085005,P000216,2024-11-18,5,540.79,0.1,2433.55
O011332,C094725,P000365,2023-03-07,3,428.75,0.2,1029.0
O011333,C067213,P000292,2024-07-03,3,151.22,0.1,408.29
O011334,C079370,P000167,2027-03-23,5,62.72,0.1,282.24
O011335,C002127,P000037,2024-10-25,5,67.87,0.2,271.48
O011336,C004154,P000213,2026-11-30,3,170.91,0.0,512.73
O011337,C078312,P000290,2022-10-02,3,219.0,0.2,525.6
O011338,C044000,P000288,2026-08-04,4,792.18,0.1,2851.85
O011339,C036065,P000176,2025-10-06,5,748.44,0.1,3367.98
O011340,C012756,P000372,2023-01-28,2,166.32,0.2,266.11
O011341,C090766,P000170,2021-12-26,4,111.92,0.1,402.91
O011342,C075577,P000222,2027-01-30,4,79.72,0.2,255.1
O011343,C084561,P000037,2023-07-12,5,67.87,0.0,339.35
