order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O000001,C029898,P000121,2023-09-01,2,52.81,0.2,84.5
O000002,C073822,P000298,2023-06-28,4,115.28,0.1,415.01
O000003,C001002,P000062,2026-02-16,1,143.4,0.1,129.06
O000004,C085854,P000491,2024-09-25,5,459.31,0.0,2296.55
O000005,C027888,P000001,2023-05-25,1,295.76,0.2,236.61
O000006,C049154,P000283,2023-04-12,5,40.95,0.2,163.8
O000007,C016873,P000444,2023-10-31,1,132.3,0.1,119.07
O000008,C041298,P000140,2024-12-24,5,484.25,0.1,2179.12
O000009,C007032,P000488,2023-06-05,3,195.21,0.0,585.63
O000010,C028083,P000420,2027-04-24,5,272.9,0.1,1228.05
O000011,C061021,P000181,2024-09-13,2,78.18,0.0,156.36
O000012,C034279,P000394,2023-01-31,2,241.84,0.2,386.94
O000013,C098136,P000011,2024-05-04,3,270.84,0.1,731.27
O000014,C026042,P000268,2026-10-04,5,126.06,0.2,504.24
O000015,C056244,P000011,2026-02-06,3,270.84,0.0,812.52
O000016,C010135,P000011,2021-12-31,5,270.84,0.2,1083.36
O000017,C021929,P000064,2027-05-12,5,51.47,0.1,231.62
O000018,C018543,P000258,2024-12-25,4,111.42,0.1,401.11
O000019,C009463,P000417,2027-07-05,4,109.3,0.0,437.2
O000020,C058221,P000353,2023-11-20,5,437.27,0.2,1749.08
O000021,C050536,P000412,2026-12-16,1,48.68,0.2,38.94
O000022,C088323,P000124,2023-09-14,5,200.65,0.2,802.6
O000023,C018724,P000476,2024-08-18,2,203.92,0.1,367.06
O000024,C080869,P000312,2023-05-08,3,647.71,0.2,1554.5
O000025,C091898,P000294,2026-05-11,2,241.99,0.2,387.18
O000026,C025905,P000178,2025-06-20,4,29.0,0.2,92.8
O000027,C012410,P000460,2025-06-10,3,34.03,0.2,81.67
O000028,C097577,P000458,2025-11-18,1,222.66,0.0,222.66
O000029,C028904,P000264,2025-04-18,4,25.1,0.1,90.36
O000030,C099175,P000396,2024-10-25,2,86.79,0.2,138.86
O000031,C001122,P000500,2023-11-26,3,466.64,0.0,1399.92
O000032,C027730,P000442,2024-02-23,4,90.63,0.2,290.02
O000033,C006626,P000270,2026-03-22,1,175.71,0.0,175.71
O000034,C013450,P000041,2023-06-28,4,855.35,0.0,3421.4
O000035,C079205,P000482,2023-06-07,5,85.9,0.1,386.55
O000036,C034170,P000359,2025-11-03,5,71.98,0.0,359.9
O000037,C089301,P000293,2027-01-18,3,517.92,0.0,1553.76
O000038,C038854,P000172,2025-07-15,5,67.69,0.2,270.76
O000039,C087026,P000047,2026-01-17,4,109.73,0.1,395.03
O000040,C057947,P000193,2024-08-27,3,93.93,0.0,281.79
O000041,C060040,P000188,2024-07-14,4,615.91,0.0,2463.64
O000042,C087624,P000475,2025-10-04,3,55.05,0.1,148.64
O000043,C023693,P000237,2027-01-05,2,227.97,0.2,364.75
O000044,C056085,P000395,2023-04-30,3,264.75,0.0,794.25
O000045,C085513,P000131,2026-02-28,1,210.43,0.1,189.39
O000046,C023804,P000066,2027-04-01,1,202.96,0.2,162.37
O000047,C017044,P000310,2025-10-24,5,726.25,0.1,3268.12
O000048,C021493,P000112,2025-01-18,1,167.22,0.0,167.22
O000049,C002811,P000137,2024-06-21,2,473.02,0.2,756.83
O000050,C011772,P000217,2027-02-12,1,290.29,0.2,232.23
O000051,C075724,P000370,2027-06-10,3,99.18,0.1,267.79
O000052,C058924,P000487,2025-05-17,1,266.84,0.2,213.47
O000053,C078204,P000073,2025-08-27,2,478.37,0.1,861.07
O000054,C021569,P000444,2027-08-29,4,132.3,0.1,476.28
O000055,C093369,P000101,2026-10-13,5,492.82,0.2,1971.28
O000056,C027517,P000034,2024-08-03,2,296.86,0.1,534.35
O000057,C075826,P000496,2027-06-16,1,363.34,0.2,290.67
O000058,C080029,P000466,2024-08-22,5,249.95,0.0,1249.75
O000059,C070913,P000297,2024-09-15,4,204.53,0.1,736.31
O000060,C077357,P000233,2027-08-25,5,160.95,0.2,643.8
O000061,C085630,P000475,2022-09-13,1,55.05,0.0,55.05
O000062,C081976,P000151,2023-08-05,1,139.77,0.1,125.79
O000063,C040011,P000104,2023-02-11,4,801.36,0.0,3205.44
O000064,C036511,P000087,2026-06-23,1,207.62,0.2,166.1
O000065,C033559,P000008,2026-05-21,1,337.01,0.1,303.31
O000066,C063520,P000367,2025-12-09,5,171.3,0.2,685.2
O000067,C074669,P000104,2025-03-05,3,801.36,0.1,2163.67
O000068,C097683,P000352,2023-11-24,2,70.87,0.2,113.39
O000069,C087732,P000219,2023-07-14,5,383.9,0.0,1919.5
O000070,C039433,P000368,2024-05-29,4,180.79,0.2,578.53
O000071,C074582,P000453,2023-12-10,2,229.03,0.2,366.45
O000072,C034022,P000297,2027-01-06,3,204.53,0.0,613.59
O000073,C075736,P000035,2024-12-19,1,101.86,0.1,91.67
O000074,C070584,P000020,2025-10-17,4,162.46,0.0,649.84
O000075,C089646,P000159,2026-10-31,4,297.83,0.2,953.06
O000076,C093587,P000460,2027-01-14,2,34.03,0.1,61.25
O000077,C066791,P000108,2023-03-05,2,614.96,0.1,1106.93
O000078,C066793,P000390,2026-06-22,1,157.82,0.1,142.04
O000079,C069752,P000182,2024-04-11,3,207.77,0.1,560.98
