order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O010601,C036258,P000281,2027-02-10,4,152.85,0.0,611.4
O010602,C097138,P000237,2025-12-03,2,227.97,0.2,364.75
O010603,C094175,P000082,2025-07-02,4,221.74,0.2,709.57
O010604,C032519,P000063,2024-02-03,5,94.95,0.1,427.28
O010605,C075446,P000453,2028-03-29,1,229.03,0.0,229.03
O010606,C047146,P000059,2024-01-04,1,163.91,0.0,163.91
O010607,C048707,P000183,2023-12-07,2,881.98,0.1,1587.56
O010608,C077295,P000197,2027-10-06,1,121.97,0.0,121.97
O010609,C097057,P000114,2023-07-17,2,283.59,0.2,453.74
O010610,C073575,P000493,2023-06-02,4,523.74,0.2,1675.97
O010611,C025590,P000087,2024-05-12,3,207.62,0.0,622.86
O010612,C047783,P000424,2024-06-07,1,50.76,0.2,40.61
O010613,C046330,P000466,2024-12-10,1,249.95,0.1,224.96
O010614,C083014,P000014,2025-07-29,4,405.84,0.2,1298.69
O010615,C021301,P000153,2025-08-02,1,134.61,0.0,134.61
O010616,C089683,P000277,2022-09-22,4,510.84,0.2,1634.69
O010617,C073990,P000222,2024-05-16,2,79.72,0.0,159.44
O010618,C094961,P000386,2025-11-24,3,70.84,0.1,191.27
O010619,C005721,P000141,2025-01-22,1,353.49,0.1,318.14
O010620,C097836,P000387,2022-11-27,3,197.62,0.1,533.57
O010621,C011571,P000163,2022-08-29,4,221.57,0.1,797.65
O010622,C029261,P000470,2024-07-23,1,21.38,0.0,21.38
O010623,C086895,P000159,2024-05-12,2,297.83,0.0,595.66
O010624,C086021,P000334,2024-03-02,2,250.21,0.1,450.38
O010625,C004781,P000269,2024-01-07,1,65.77,0.1,59.19
O010626,C046719,P000144,2027-03-19,5,56.45,0.1,254.02
O010627,C087922,P000417,2025-11-09,5,109.3,0.0,546.5
O010628,C038484,P000396,2023-12-05,1,86.79,0.2,69.43
O010629,C098823,P000272,2027-09-20,1,289.89,0.1,260.9
O010630,C053697,P000285,2025-08-01,1,196.62,0.2,157.3
O010631,C057404,P000274,2026-08-08,3,479.05,0.0,1437.15
O010632,C082743,P000445,2026-02-27,4,208.78,0.2,668.1
O010633,C083842,P000372,2024-01-20,2,166.32,0.2,266.11
O010634,C048154,P000054,2025-06-24,5,157.6,0.0,788.0
O010635,C096514,P000001,2022-11-07,3,295.76,0.0,887.28
O010636,C055540,P000269,2027-01-29,1,65.77,0.0,65.77
O010637,C001862,P000337,2025-11-07,2,238.77,0.1,429.79
O010638,C069052,P000167,2026-06-14,3,62.72,0.0,188.16
O010639,C085457,P000365,2024-01-27,5,428.75,0.1,1929.38
O010640,C012120,P000443,2024-09-01,1,466.38,0.1,419.74
O010641,C096683,P000239,2025-04-22,2,820.42,0.1,1476.76
O010642,C011027,P000061,2026-04-29,2,106.31,0.0,212.62
O010643,C026196,P000220,2024-07-30,5,303.67,0.0,1518.35
O010644,C082586,P000164,2023-08-08,5,74.23,0.0,371.15
O010645,C099828,P000192,2026-07-28,1,200.57,0.2,160.46
O010646,C057489,P000048,2026-08-19,1,768.82,0.2,615.06
O010647,C039237,P000300,2026-05-09,2,209.08,0.0,418.16
O010648,C005026,P000385,2024-10-02,1,105.13,0.2,84.1
O010649,C019633,P000297,2026-10-23,2,204.53,0.2,327.25
O010650,C090274,P000078,2022-12-25,3,780.4,0.2,1872.96
O010651,C041402,P000240,2026-03-19,5,76.02,0.0,380.1
O010652,C056426,P000395,2026-10-09,1,264.75,0.2,211.8
O010653,C062368,P000455,2025-11-30,3,50.75,0.2,121.8
O010654,C036504,P000466,2025-01-12,5,249.95,0.1,1124.78
O010655,C081743,P000482,2024-09-22,1,85.9,0.0,85.9
O010656,C094240,P000442,2026-10-03,2,90.63,0.0,181.26
O010657,C075531,P000141,2024-01-06,4,353.49,0.2,1131.17
O010658,C016146,P000182,2027-09-25,4,207.77,0.0,831.08
O010659,C007251,P000019,2022-09-12,2,136.7,0.0,273.4
O010660,C027593,P000183,2023-07-12,5,881.98,0.1,3968.91
O010661,C055229,P000204,2022-10-26,5,207.07,0.2,828.28
O010662,C082024,P000165,2022-08-23,1,35.83,0.1,32.25
O010663,C037441,P000038,2024-05-15,1,419.78,0.2,335.82
O010664,C097412,P000426,2024-05-27,2,767.31,0.2,1227.7
O010665,C015065,P000339,2024-11-08,5,155.74,0.2,622.96
O010666,C024693,P000230,2023-09-04,5,273.85,0.2,1095.4
O010667,C071237,P000191,2022-05-06,4,167.06,0.1,601.42
O010668,C006671,P000170,2025-10-09,4,111.92,0.2,358.14
O010669,C007715,P000452,2025-09-26,5,233.88,0.0,1169.4
O010670,C064758,P000055,2023-11-01,2,71.22,0.1,128.2
O010671,C009922,P000179,2025-02-23,2,36.08,0.2,57.73
O010672,C057643,P000222,2025-12-31,4,79.72,0.1,286.99
O010673,C011463,P000250,2025-02-11,1,98.77,0.0,98.77
O010674,C003904,P000149,2023-11-29,3,730.35,0.2,1752.84
O010675,C085034,P000467,2026-02-12,3,64.85,0.2,155.64
